token_type,address,Years since foundation,Simple agreement for future tokens (SAFT),portfolio_converted_into_fiat,Crowdsale max. discount (%),US_qualified_only,token_standard,issued_on_other_platf,Use of proceeds mentioned,Investors from other (non-US) jurisdictions excluded,Is a security,Smart contract code available,ico_end_date_actual,price_crowdsale,Decentralised platform,Total amount raised (USDm),Issuer has customers for product,Experienced team,Team tokens locked up,"Length of crowdsale (calendar days, actual)",hard_cap_unit,Fundraiser has maximum ('hard cap'),ico_start_date,vc_support_blockchain_specialist,Legal advisor disclosed,Registered in offshore financial center,Funding milestones,Celebrity endorsement,Investors have governance rights,Qualified investors only,additional_token_emissions,Legal entity is foundation,"Length of crowdsale (calendar days, planned)",soft_cap_unit,switzerland,Unsold tokens kept by issuer,Is currency or general purpose blockchain,name_other,industry.1,Is a utility token,Has a presale,Crowdsale is auction,Financial advisor disclosed,Has VC backing,Postal address known,advisor_quality,registration_country,BTC_ret_ico_period,US retail investors excluded,legal_structure,Business model available,High quality advisory team,is_ethereum,air_drop_after_ICO ,Product can be tried out,Whitepaper page count,Independent custodian for ICO funds,ethereum_contract_address,cap_unit,token_is_cryptocurrency,Legal entity is corporation,Development road map available,vc_support_general,Team member with business background,has_generalist_vc,cap_includes_presale,token_is_new_blockchain,Legal entity is LLC,presale_transparent,total_number_of_tokens,Team business background missing,Product or prototype developed,Token share team (ex ante),ico_end_date_planned,soft_cap,Is cryptographic token,ico_successful,has_specialist_vc,Token share producers/miners (ex ante),Use of proceeds disclosed in detail,Legal form and jurisdiction known,Team experience missing,Project code available,industry,KYC/AML procedure,Fundraiser has minimum ('soft cap'),Unsold tokens 'burnt' or proportional allocation,Token supply is fixed,Unknown or low quality advisors
Cryptocurrency,176 JOO CHIAT ROAD #02-02 SINGAPORE 427447,3,0,0,24.812030792236328,0,ERC-20,1,0,1,0,1.0,2017-09-16,0.07166441529989243,1,22.096820831298828,1,0,1,19,ETH,1,2017-08-29,No,0,0,0,0,0,0,1,0,19.0,ETH,0,0,1,KICKICO,Finance,0,1,0,0,0,1,medium,Singapore,-0.23361967504024506,1,joint-stock corporation,0,0,1,1,1,25.0,0,0x27695e09149adc738a978e9a678f99e4c39e9eb9,ETH,1,1,1,No,0,0,0,0,0,1,457760867.8408,0,1,0.276614045654372,2017-09-16,13558600.0,1,1.0,0,0.0,0,1,0,0,Finance,1,1,1,0,0
Cryptocurrency,"KIK Interactive Inc., 420 WEBER STREET NORTH, SUITE 1, WATERLOO ON N2L 4E7, Canada ",8,0,0,0.0,0,ERC-20,1,0,1,0,0.0,2017-09-26,0.00011958199320361018,1,98.50032806396484,0,1,1,15,tokens,1,2017-09-12,Blockchain Capital; Pantera Capital,0,0,0,0,0,0,0,0,15.0,tokens,0,1,1,Kik,Blockchain Infrastructure,0,1,0,0,1,1,low,Canada,-0.05946042388677597,0,joint-stock corporation,1,0,1,0,0,28.0,0,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5,tokens,1,1,0,No,1,0,0,0,0,1,10000000000000.0,0,0,0.9,2017-09-26,50000000.0,1,1.0,1,0.0,0,1,0,0,Blockchain Infrastructure,1,0,0,1,1
Utility-token,6 EU TONG SEN STREET #09-16 THE CENTRAL SINGAPORE 059817,0,0,0,0.0,0,ERC-20,1,1,1,0,1.0,2017-09-18,0.4891666769981384,1,58.70000076293945,0,0,1,4,ETH,1,2017-09-15,Pantera Capital; Kenetic Capital,0,0,0,0,0,0,0,0,2.0,ETH,0,0,0,Kyber Network,Trading & Exchanges,1,1,0,0,1,1,high,Singapore,0.11116081476211548,0,joint-stock corporation,0,1,1,0,1,19.0,0,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,ETH,0,1,1,No,0,0,1,0,0,1,226000000.0,0,1,0.3894,2017-09-16,0.0,1,1.0,1,0.0,0,1,0,1,Trading & Exchanges,1,0,1,1,0
New Blockchain,"rue de Lausanne 37, 1201 Genève",0,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2018-01-04,0.1009904220700264,1,24.64900016784668,0,0,0,70,USD,1,2017-10-27,No,0,0,0,0,0,0,0,0,112.0,USD,1,0,1,Lamden,Blockchain Infrastructure,0,1,0,0,0,1,high,Switzerland,0.9926602244377136,1,limited liability partnership,1,1,1,0,0,13.0,0,0xc27a2f05fa577a83ba0fdb4c38443c0718356501,USD,0,0,1,No,0,0,1,1,1,0,500000000.0,1,0,0.3136159239999999,2018-02-15,0.0,1,1.0,0,0.0,0,1,1,0,Blockchain Infrastructure,0,0,1,1,0
Utility-token,unknown,1,0,0,4.761904716491699,0,ERC-20,1,1,0,0,1.0,2018-01-18,0.08504608273506165,1,17.1800594329834,0,0,1,65,tokens,1,2017-11-15,No,1,0,0,1,0,0,0,0,107.0,tokens,0,0,0,Latium,Marketplaces,1,1,0,0,0,0,low,United States,0.4501611888408661,0,joint-stock corporation,1,0,1,0,0,19.0,0,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,tokens,0,1,1,No,1,0,1,0,0,1,300000000.0,0,0,0.4,2018-03-01,0.0,1,1.0,0,0.0,0,1,1,0,Marketplaces,0,0,1,1,1
Utility-token,"Suite #9, Anusuya Estate, Revolution Avenue, Victoria",0,0,0,0.0,0,ERC-20,1,0,1,0,1.0,2017-12-06,0.14286333322525024,1,14.241580963134766,0,1,1,30,tokens,1,2017-11-07,No,1,1,0,0,0,0,0,0,30.0,tokens,0,1,0,Leverj,Trading & Exchanges,1,1,0,0,0,1,low,Seychelles,0.693338930606842,1,unknown,1,0,1,1,0,29.0,0,0x0f4ca92660efad97a9a70cb0fe969c755439772c,tokens,0,0,1,No,0,0,1,0,0,1,1000000000.0,0,0,0.59777,2017-12-06,0.0,1,1.0,0,0.0,0,0,0,0,Trading & Exchanges,0,0,0,1,1
Utility-token,"Loci, Inc., 12110 Sunset Hills Rd, #600, 20190 Reston, VIRGINIA",9,0,0,56.0,1,ERC-20,1,1,1,0,1.0,2017-12-31,0.5400000214576721,1,1.0966169834136963,1,1,1,148,USD,1,2017-08-06,No,0,0,0,0,0,0,0,0,148.0,USD,0,1,0,LOCIcoin,Search,1,1,0,1,1,1,neutral,United States,1.4826692342758179,1,joint-stock corporation,1,0,1,0,1,32.0,0,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2,USD,0,1,1,Edison Partners; Center for Innovative Technology; Torian Capital,1,1,1,0,0,1,100000000.0,0,1,0.5,2017-12-31,0.0,1,1.0,0,0.0,0,1,0,0,Search,0,0,0,1,0
Utility-token,unknown,3,0,0,16.66666603088379,0,ERC-20,1,0,1,0,1.0,2017-08-16,0.05903363972902298,1,36.27239990234375,0,0,1,16,ETH,1,2017-08-01,No,0,0,0,0,1,0,1,0,31.0,ETH,0,1,0,Loopring,Trading & Exchanges,1,1,0,0,0,0,high,unknown,0.4762870669364929,1,unknown,0,1,1,1,0,12.0,0,0xef68e7c694f40c8202821edf525de3782458639f,ETH,0,0,1,No,0,0,1,0,0,0,1395076054.5238,0,1,0.2,2017-08-31,15113500.0,1,1.0,0,0.3,0,0,0,1,Trading & Exchanges,1,1,0,0,0
Utility-token,"Lunyr Inc., 2040 Martin Ave, Santa Clara, CA 95050",0,0,0,0.0,0,ERC-20,1,1,0,0,1.0,2017-04-28,1.5945454835891724,0,3.3622777462005615,0,1,1,31,ETH,1,2017-03-29,No,1,0,0,0,0,0,1,0,30.0,ETH,0,0,0,Lunyr,Content Management,1,0,0,0,0,1,neutral,United States,0.23576964437961578,0,joint-stock corporation,1,0,1,0,0,21.0,0,0xfa05a73ffe78ef8f1a739473e462c54bae6567d9,ETH,0,1,1,No,1,0,1,0,0,1,2703356.0,0,0,0.22,2017-04-27,1754000.0,1,1.0,0,0.0,0,1,0,0,Content Management,0,1,1,0,0
Utility-token,"Latgala OÜ, located at Tornimäe 5, Tallinn 10145, Es",1,0,0,0.0,0,ERC-20,1,1,1,0,1.0,2018-02-28,0.021379999816417694,1,18.17300033569336,0,0,1,12,tokens,1,2018-02-17,No,1,0,0,0,1,0,0,0,11.0,tokens,0,0,0,Lympo (LYM),Health,1,1,0,0,0,1,high,Estonia,-0.066484734416008,1,joint-stock corporation,0,1,1,0,1,29.0,0,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec,tokens,0,1,1,No,1,0,1,0,0,1,999999999.017098,0,1,0.35,2018-02-27,3207000.0000000005,1,1.0,0,0.0,0,1,0,0,Health,1,1,1,1,0
Utility-token,"10 John Street,  London, United Kingdom, WC1N 2EB",3,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2017-10-07,0.6481666564941406,0,15.41532039642334,0,1,1,33,USD,1,2017-09-05,Pantera Capital,0,0,0,0,0,0,0,0,31.0,USD,0,1,0,Maecenas,Art & Music,1,0,0,1,1,1,high,United Kingdom,0.011441132985055447,1,limited liability partnership,1,1,1,0,0,19.0,0,0xfec0cf7fe078a500abf15f1284958f22049c2c7e,USD,0,0,1,Polytech ecosystem venures,1,1,1,0,1,1,100000000.0,0,0,0.7,2017-10-05,3000000.0,1,1.0,1,0.0,0,1,0,0,Art & Music,0,1,0,1,0
Utility-token,"Matchpool GmbH,    c/o Sielva Management SA, Gubelstrasse 11, 6300 Zug",0,0,0,25.0,0,ERC-20,1,1,0,0,1.0,2017-04-04,0.09300000220537186,0,5.579999923706055,0,0,1,4,ETH,1,2017-04-01,No,1,0,1,0,0,0,0,0,29.0,ETH,1,0,0,Matchpool,Social Networks,1,0,0,1,0,1,neutral,Switzerland,0.04766571521759033,0,limited liability partnership,1,0,1,0,0,10.0,1,0xf7b098298f7c69fc14610bf71d5e02c60792894c,ETH,0,0,1,No,1,0,1,0,1,1,100000000.0,0,0,0.4,2017-04-29,0.0,1,1.0,0,0.0,0,1,1,0,Social Networks,0,0,1,1,0
Utility-token,"Lotenbach 7, 6318 Walchwil",1,0,0,0.0,0,ERC-20,1,0,0,0,0.0,2017-02-15,5.814000129699707,1,2.9070000648498535,0,0,0,1,tokens,1,2017-02-15,No,1,0,0,0,0,0,1,0,29.0,tokens,1,1,0,Melonport,Finance,1,0,0,1,0,1,neutral,Switzerland,0.0,1,joint-stock corporation,0,0,1,0,0,7.0,0,0xbeb9ef514a379b997e0798fdcc901ee474b6d9a1,tokens,0,1,1,No,0,0,1,0,0,1,1250000.0,0,0,0.6,2017-03-15,0.0,1,1.0,0,0.0,0,1,0,0,Finance,0,0,0,0,0
Utility-token,unknown,3,0,0,0.0,0,ERC-20,1,0,1,0,1.0,2017-11-24,0.06784428656101227,1,10.4855375289917,1,0,0,31,USD,1,2017-10-25,No,0,0,0,0,1,0,0,0,31.0,tokens,0,1,0,Mercury Protocol,Communications,1,0,0,0,0,0,neutral,United States,0.3613213896751404,0,limited liability partnership,1,0,1,0,1,17.0,0,0xb3bd49e28f8f832b8d1e246106991e546c323502,tokens;USD,0,0,1,No,1,0,1,0,1,1,1000000000.0,0,1,0.4,2017-11-24,6784428.571426536,1,1.0,0,0.0,0,1,1,0,Communications,1,1,0,1,0
Cryptocurrency,"Ofce 18 Sin Ming Lane, #08-06, Midview City, Singapore (573960)",2,0,0,25.0,0,ERC-20,1,1,0,0,1.0,2017-11-18,0.8662576675415039,1,13.536206245422363,1,1,0,35,USD,1,2017-10-15,No,0,0,0,0,0,0,0,0,35.0,USD,0,0,1,MicroMoney,Finance,0,1,0,0,0,1,high,Singapore,0.31622758507728577,1,joint-stock corporation,1,1,1,0,1,76.0,0,0x8b1f49491477e0fb46a29fef53f1ea320d13c349,USD,1,1,1,No,0,0,1,0,0,1,17422798.0,0,1,0.16,2017-11-18,1000000.0,1,1.0,0,0.0,0,1,0,1,Finance,0,1,1,1,0
Utility-token,"Picosoft Inc. 3803 MOUNT BONNELL RD AUSTIN, TX 78731-5732",2,0,0,7.407407283782959,0,ERC-223,1,1,0,0,0.0,2017-12-19,7.655740737915039,0,3.9389569759368896,1,1,0,63,ETH,1,2017-10-18,No,0,0,0,0,0,0,1,0,63.0,USD,0,0,0,MiniApps,Blockchain Infrastructure,1,1,0,0,0,1,neutral,United States,1.1567858457565308,0,joint-stock corporation,1,0,1,0,1,49.0,0,0x0f587d0b7b1c1ef68b432936b75c4d6c4d12b647,USD;ETH,0,1,1,No,1,0,1,0,0,1,1248964.0,0,1,0.5,2017-12-19,1653640000.0,1,1.0,0,0.0,0,1,0,0,Blockchain Infrastructure,1,1,1,0,0
Utility-token,"Mirocana Company OÜ, Harju maakond, Tallinn, Nõmme linnaosa, Rännaku pst 12, 10917 ",3,1,0,25.925926208496094,0,ERC-20,1,1,1,0,1.0,2017-12-19,0.7196396589279175,0,3.048356056213379,0,0,0,31,ETH,1,2017-11-19,No,0,0,0,0,0,1,0,0,31.0,ETH,0,1,0,Mirocana,Finance,1,1,0,0,0,1,neutral,Estonia,0.7938961982727051,0,joint-stock corporation,1,0,1,0,0,26.0,0,0x0168703872fa06741ecaa9dff7803168e83f7ae0,ETH,0,1,1,No,0,0,0,0,0,0,200000000.0,0,0,0.3,2017-12-19,1336141.125,1,1.0,0,0.1,0,1,0,1,Finance,0,0,0,1,0
New Blockchain,"George Town, Cayman Islands",0,0,0,0.0,0,Stellar,1,0,0,0,0.0,2018-01-18,1.0190459489822388,1,39.0,0,0,1,1,USD,1,2018-01-18,Nirvana Capital,1,1,0,0,0,0,0,0,2.0,USD,0,1,1,Mobius,Communications,0,1,0,0,1,1,medium,Cayman Islands,0.0,1,joint-stock corporation,0,0,0,0,1,38.0,0,not applicable,USD,0,1,1,Camp One Ventures,0,1,1,1,0,1,888000000.0,0,1,0.7,2018-01-19,0.0,1,1.0,1,0.0,0,1,0,0,Communications,1,0,0,1,0
Security,"Technoparkstrasse 1 ,8005  Zurich",1,0,0,17.647058486938477,0,ERC-20,1,1,1,1,1.0,2017-09-22,0.75,0,14.550000190734863,0,1,0,22,tokens,1,2017-09-01,No,0,0,1,0,1,0,0,0,22.0,tokens,1,1,0,Modum,Drugs & Healthcare,0,1,0,0,0,1,high,Switzerland,-0.2981778085231781,1,joint-stock corporation,0,1,1,0,1,20.0,0,0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e,tokens,0,1,1,No,0,0,0,0,0,1,30000000.0,0,1,0.33,2017-09-22,1050000.0,1,1.0,0,0.0,0,1,0,1,Drugs & Healthcare,1,0,0,1,0
Cryptocurrency,"c/o STAX AG Bahnhofstrasse 21, 6300 Zoug",0,0,0,33.34000015258789,0,ERC-20,1,1,1,0,0.0,2017-06-18,2.7984542846679688,1,26.519271850585938,0,1,1,32,ETH,1,2017-05-18,No,0,0,0,0,0,0,0,0,31.0,ETH,1,0,1,Monaco,Payments,0,0,0,0,0,1,high,Switzerland,0.2995602488517761,1,limited liability partnership,1,1,1,0,0,32.0,0,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,ETH,1,0,0,No,1,0,1,0,1,1,31588000.0,0,1,0.7,2017-06-17,1857300.0,1,1.0,0,0.0,0,1,0,0,Payments,0,1,1,1,0
Utility-token,"Baarerstrasse 10, 6302 Zug",1,0,0,16.66666603088379,0,ERC-20,1,1,0,0,1.0,2017-09-30,0.12560833990573883,0,28.638700485229492,0,1,1,34,ETH,1,2017-08-28,No,1,0,0,0,0,0,0,0,1.0,ETH,1,0,0,Monetha,Payments,1,0,0,1,0,1,high,Switzerland,-0.010078776627779007,0,limited liability partnership,1,1,1,0,0,47.0,0,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,ETH,0,0,1,No,1,0,1,0,1,1,402400000.0,0,0,0.5,2017-08-28,8440880.0,1,1.0,0,0.0,0,1,0,0,Payments,0,1,1,1,0
Utility-token,"Mothership Foundation OÜ Narva mnt 5, Tallinn, 10117",0,0,0,4.761904716491699,0,ERC-20,1,0,0,0,1.0,2017-07-28,0.032330773770809174,0,4.99448299407959,0,1,0,22,tokens,1,2017-07-07,No,0,0,0,0,0,0,0,0,9.0,tokens,0,1,0,Mothership,Trading & Exchanges,1,1,0,0,0,1,unknown,Estonia,0.10910509526729584,1,joint-stock corporation,0,0,1,0,0,9.0,0,0x68aa3f232da9bdc2343465545794ef3eea5209bd,tokens,0,1,1,No,0,0,1,0,0,0,196767206.0,0,0,0.05,2017-07-15,1585550.082102052,1,1.0,0,0.0,0,1,0,0,Trading & Exchanges,1,1,0,1,1
Utility-token,unknown,1,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2017-09-28,0.23999999463558197,1,5.2793989181518555,0,1,1,31,USD,1,2017-08-29,No,1,1,0,0,0,0,0,0,3.0,USD,0,1,0,Musiconomi,Content Management,1,0,0,1,0,0,unknown,Cayman Islands,-0.0924353152513504,1,unknown,1,0,1,0,0,0.0,0,0x138a8752093f4f9a79aaedf48d4b9248fab93c9c,USD,0,0,1,No,0,0,1,0,0,1,100000000.0,0,0,0.75,2017-08-31,3000000.0,1,1.0,0,0.0,0,0,0,0,Content Management,1,1,0,1,1
Security,"Dammstrasse 16, 6300 Zug",1,0,0,24.812030792236328,0,ERC-20,1,0,0,1,1.0,2017-08-26,1.6143468618392944,0,3.3534908294677734,0,0,0,31,ETH,1,2017-07-27,No,0,0,0,0,0,0,0,1,31.0,ETH,1,1,0,MyBit Token,Finance,0,1,0,0,0,1,neutal,Switzerland,0.48798251152038574,0,foundation,1,0,1,0,0,16.0,0,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,ETH,0,0,1,No,0,0,0,0,0,0,5000000.0,0,0,0.18,2017-08-26,0.0,1,1.0,0,0.0,0,1,0,0,Finance,0,0,0,1,0
Utility-token,unknown,0,0,0,16.66666603088379,0,ERC-20,1,1,0,0,1.0,2017-05-30,0.9407498836517334,1,17.307212829589844,0,0,1,1,CHF,1,2017-05-30,No,0,0,0,0,0,0,0,0,15.0,CHF,1,0,0,Mysterium,Privacy & Security,1,1,0,0,0,0,unknown,Switzerland,0.0,0,unknown,1,0,1,0,1,32.0,0,0xa645264c5603e96c3b0b078cdab68733794b0a71,CHF,0,0,0,No,1,0,0,0,0,0,32433365.6222021,0,1,0.34,2017-06-13,2109850.804597701,1,1.0,0,0.0,0,0,1,1,Privacy & Security,0,1,1,1,1
Utility-token,"Herrengraben 31, Hamburg 20459",3,0,0,0.0,0,ERC-20,1,1,1,0,1.0,2017-12-15,1.0,0,65.02095794677734,1,1,1,27,USD,1,2017-11-19,No,1,0,0,0,0,0,0,0,27.0,USD,0,0,0,NAGA,Payments,1,1,0,1,0,1,high,Germany,0.7899619936943054,1,joint-stock corporation,1,1,1,0,1,79.0,0,0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131,USD,0,1,1,No,1,0,0,0,0,1,77910266.1576906,0,1,0.45,2017-12-15,45000000.0,1,1.0,0,0.0,0,1,0,0,Payments,1,1,1,1,0
Utility-token,"Napoleon Crypto SAS, 11 rue de Sevres, 75 006 Paris",1,0,0,20.0,0,ERC-20,1,1,1,0,1.0,2018-02-28,0.5704103708267212,0,12.283722877502441,0,1,1,38,EUR,1,2018-01-22,No,1,0,0,0,1,1,0,0,38.0,EUR,0,0,0,NapoleonX (NPX),Finance,1,1,0,1,0,1,unknown,France,-0.050035517662763596,1,limited liability partnership,1,0,1,0,0,40.0,0,0x28b5e12cce51f15594b0b91d5b5adaa70f684a02,EUR,0,0,1,No,1,0,1,0,1,1,29800000.0,0,0,0.3,2018-02-28,0.0,1,1.0,0,0.0,0,1,0,1,Finance,1,0,1,1,1
Utility-token,"Liivalaia tn 45, Kesklinna district, Tallinn city, Harju county, 10145",0,0,0,31.034482955932617,1,ERC-20,1,1,1,0,0.0,2018-01-07,1.5714285373687744,1,55.9736328125,0,1,0,1,tokens,1,2018-01-07,No,0,0,0,0,0,0,0,0,40.0,tokens,0,0,0,Neuromation,Data Analytics,1,1,0,0,0,1,neutral,Estonia,0.0,1,joint-stock corporation,1,0,1,0,0,36.0,0,0x69beab403438253f13b6e92db91f7fb849258263,tokens,0,1,1,No,1,0,1,0,0,1,100000000.0,0,0,0.4,2018-02-15,0.0,1,1.0,0,0.0,0,1,0,0,Data Analytics,0,0,1,1,0
New Blockchain,unknown,0,0,0,28.571428298950195,0,ERC-20,1,1,0,0,1.0,2017-07-28,1.1035428047180176,1,11.587200164794922,0,0,1,31,ETH,1,2017-06-28,No,0,1,0,0,0,0,0,0,11.0,ETH,0,1,1,Nimiq,Blockchain Infrastructure,0,1,0,0,0,0,unknown,British Virgin Islands,0.08706413209438324,1,joint-stock corporation,0,0,1,0,1,9.0,0,0xcfb98637bcae43c13323eaa1731ced2b716962fd,ETH,0,1,1,No,0,0,0,1,0,0,21000000.0,0,1,0.055,2017-07-08,0.0,1,1.0,0,0.88,0,1,0,1,Blockchain Infrastructure,0,0,0,1,1
Utility-token,unknown,0,0,1,20.0,0,ERC-20,1,1,1,0,1.0,2017-12-26,0.8705700039863586,0,2.7022929191589355,0,1,1,26,BTC,1,2017-12-01,No,0,1,0,0,0,0,0,0,26.0,BTC,0,1,0,Nitro,Video Games & VR,1,1,0,0,0,0,high,British Virgin Islands,0.3831322193145752,0,unknown,1,1,1,0,0,43.0,0,0xec46f8207d766012454c408de210bcbc2243e71c,BTC,0,0,1,No,1,0,1,0,0,0,120000000.0,0,0,0.5,2017-12-26,0.0,1,1.0,0,0.0,0,0,0,0,Video Games & VR,0,0,0,1,0
Security,"19B CNT Tower, 338 Hennessy Road Wan Chai",1,0,1,0.0,0,ERC-20,1,0,0,1,1.0,2017-07-04,0.5709450840950012,0,14.3608980178833,0,1,1,13,tokens,1,2017-06-22,No,1,0,0,0,1,0,1,0,13.0,tokens,0,1,0,OAX,Trading & Exchanges,0,0,0,1,0,1,high,Hong Kong,-0.039111457765102386,0,joint-stock corporation,0,1,1,1,0,23.0,0,0x701c244b988a513c945973defa05de933b23fe1d,tokens,0,1,0,No,0,0,1,0,0,1,100000000.0,0,0,0.7,2017-07-04,7422286.287289929,1,1.0,0,0.0,0,1,0,1,Trading & Exchanges,1,1,0,0,0
Cryptocurrency,"7, STRAITS VIEW, #11-01, MARINA ONE EAST TOWER, SINGAPORE 018936",4,0,0,0.0,0,ERC-20,1,1,1,0,0.0,2017-06-27,0.29308998584747314,1,26.75911521911621,0,1,1,21,USD,1,2017-06-07,Pantera Capital; Kenetic Capital; Nirvana Capital,0,0,0,0,0,0,0,0,21.0,USD,0,0,1,OmiseGO,Payments,0,0,0,1,1,1,high,Singapore,-0.06803882122039795,1,joint-stock corporation,1,1,1,1,0,16.0,0,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,USD,1,1,1,SBI Investment; SMDV; SMBC; Golden Gate Ventures; Ascend Capital; East Ventures; Krungsri; 500 Startups,1,1,1,0,0,1,140245398.0,0,0,0.349,2017-06-27,0.0,1,1.0,1,0.0,0,1,0,0,Payments,0,0,1,1,0
Utility-token,"Opus Stream Ltd., 590 Kingston Road, London, United Kingdom, SW20 8DN ",1,0,0,12.5,0,ERC-223,1,1,0,0,1.0,2017-08-24,0.045978497713804245,1,5.806602954864502,0,0,0,36,USD,1,2017-07-20,No,0,0,0,0,1,0,0,0,35.0,USD,0,0,0,Opus,Content Management,1,1,0,0,0,1,unknown,United Kingdom,0.43076232075691223,0,joint-stock corporation,1,0,1,1,1,42.0,0,0x4355fc160f74328f9b383df2ec589bb3dfd82ba0,USD,0,1,1,No,0,0,1,0,0,1,249308531.0,1,1,0.4375,2017-08-23,0.0,1,1.0,0,0.0,0,1,1,1,Content Management,0,0,1,1,1
Utility-token,"PENPAL GROUP LTD, 21 Callingham House Clapham Road Estate, London, England, SW4 6NF ",1,0,0,25.0,0,ERC-20,1,0,1,0,1.0,2017-12-13,0.07750000059604645,1,0.25,0,0,0,63,ETH,1,2017-10-12,No,0,0,0,0,0,0,0,0,29.0,ETH,0,0,0,Pally,Travel & Tourisim,1,1,0,0,0,1,high,United Kingdom,1.10273277759552,1,joint-stock corporation,1,1,1,0,1,25.0,0,0x562952c749d05dca4cd004489a153c7ee7e58240,ETH,0,1,1,No,0,0,1,0,0,1,55679833.9934272,0,1,0.2,2017-11-09,1387970.75,1,1.0,0,0.2,0,1,0,0,Travel & Tourisim,0,1,1,1,0
Utility-token,"Patientory, Inc., 859 Spring St. NW Atlanta, GA 30308",2,0,0,16.804752349853516,0,ERC-20,1,1,0,0,0.0,2017-06-28,0.16124242544174194,1,10.667519569396973,0,1,1,29,tokens,1,2017-05-31,No,0,0,0,0,0,0,0,0,4.0,tokens,0,0,0,Patientory,Drugs & Healthcare,1,1,0,0,1,1,high,United States,0.1187850758433342,0,joint-stock corporation,1,1,1,0,0,19.0,0,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,tokens,0,1,1,StartUp Health; Boomtown Accelerator; MedTech Innovator,1,1,1,0,0,1,100000000.0,0,0,0.3,2017-06-03,370051.35782315355,1,1.0,0,0.0,0,1,0,0,Drugs & Healthcare,0,1,1,1,0
Utility-token,unknown,4,0,0,13.88044548034668,0,ERC-20,1,1,0,0,1.0,2017-11-30,1.6426821947097778,1,6.991839408874512,0,1,1,30,tokens,1,2017-11-01,Uncharted Capital,1,1,0,0,0,0,0,0,30.0,tokens,0,0,0,Playkey,Video Games & VR,1,1,0,0,1,0,high,Cayman Islands,0.413572758436203,0,joint-stock corporation,1,1,1,1,0,37.0,0,0x2604fa406be957e542beb89e6754fcde6815e83f,tokens,0,1,1,Clarsia Investments; Internet Initiatives Development Fund,1,1,1,0,0,0,19893267.5751812,0,0,0.4,2017-11-30,0.0,1,1.0,1,0.0,1,1,0,0,Video Games & VR,1,0,1,1,0
Utility-token,"POET TECHNOLOGY LIMITED,  22 NORTH CANAL ROAD #02-00 SINGAPORE 048834",1,0,0,0.006124282721430063,0,ERC-20,1,1,1,0,0.0,2017-08-08,0.0063661979511380196,0,11.0,0,0,0,1,USD,1,2017-08-08,Fenbushi Capital; BTC Labs,0,0,0,0,0,0,0,0,30.0,USD,0,1,0,Po.et,Content Management,1,1,0,0,1,1,unknown,Singapore,0.0,1,joint-stock corporation,1,0,1,0,1,26.0,0,0x0e0989b1f9b8a38983c2ba8053269ca62ec9b195,USD,0,1,0,No,1,0,0,0,0,1,3141592653.0,0,1,0.4,2017-09-06,1000000.0,1,1.0,1,0.0,0,1,1,1,Content Management,0,0,0,1,1
Security,Tartu mnt 43 Tallinn 10128 Estonia,0,0,0,20.0,0,ERC-20,1,1,0,1,0.0,2017-07-05,7.809420108795166,0,31.0,0,1,0,36,tokens,1,2017-05-31,No,0,0,0,0,0,0,0,1,36.0,tokens,0,0,0,Polybius,Finance,0,0,0,0,0,1,neutral,Estonia,0.12929363548755646,1,foundation,0,0,1,0,0,25.0,0,0x0affa06e7fbe5bc9a764c979aa66e8256a631f02,tokens,0,0,1,No,1,0,1,0,0,1,4268349.46237,0,0,0.07,2017-07-05,0.0,1,1.0,0,0.0,0,1,0,0,Finance,1,0,1,1,0
Utility-token,"218 St Georges Terrace (8,658.64 mi), Perth, Western Australia 6000",2,0,0,20.0,0,ERC-20,1,1,1,0,0.0,2017-10-06,0.09454521536827087,1,26.436330795288086,0,1,1,25,USD,0,2017-09-12,No,0,0,0,0,0,0,0,0,25.0,USD,0,0,0,Power Ledger,Energy & Utilities,1,1,1,1,0,1,low,Australia,0.05647483468055725,1,joint-stock corporation,1,0,1,0,0,34.0,0,0x595832f8fc6bf59c85c527fec3740a1b7a361269,USD,0,1,1,No,1,0,0,0,0,1,1000000000.0,0,0,0.6699999999999999,2017-10-06,13200000.0,1,1.0,0,0.0,0,1,0,0,Energy & Utilities,0,0,1,1,1
